menus_id,名字,收藏,浏览,工艺,口味,时间,难度,主料,辅料
7000,洋葱炒香干, 323 收藏 , 4959 浏览,炒,家常味,15分钟,未知,['洋葱 1个'],"['大蒜 2瓣', '小米辣 3个']"
7279,水煮肉片, 475 收藏 , 71752 浏览,煮,麻辣味,15分钟,初中水平,"['猪里脊 300克', '豆芽 200克', '郫县豆瓣酱 10克']","['盐 3克', '淀粉 5克', '食用油 5毫升', '葱 适量', '干辣椒 适量', '水 150毫升', '花椒粉 适量', '葱花 适量']"
9811,家常炒-少油版地三鲜, 60 收藏 , 80290 浏览,炒,咸鲜味,10分钟,未知,"['茄子 1根', '土豆 1个', '青椒 1个']","['小葱 2根', '蒜末 适量', '红椒 半根', '白糖 适量', '淀粉 适量', '生抽 3勺', '老抽 2勺', '盐 适量', '清水 适量']"
14455,老醋花生, 942 收藏 , 15415 浏览,拌,酸甜味,5分钟,初级入门,"['花生米 1碗', '黄瓜 1条', '洋葱 1/4个']","['小葱 1棵', '陈醋 30克', '生抽 20克', '盐 2克', '白糖 5克']"
3849,口水鸡, 97 收藏 , 13686 浏览,煮,家常味,30分钟,中级掌勺,"['鸡 半只', '葱 几根', '姜 一个', '蒜 几瓣', '花椒 适量']","['油 适量', '盐 适量', '生抽 适量', '香醋 适量', '料酒 适量', '油辣椒 适量', '芝麻 适量', '花生碎 适量']"
12143,可乐鸡翅, 841 收藏 , 93698 浏览,烧,酸甜味,15分钟,初级入门,"['鸡翅 适量', '可乐 1听']","['葱段 适量', '料酒 3克', '老抽 3克', '盐 3克', '油 适量']"
14688,糖醋排骨, 5 收藏 , 520 浏览,焖,酸甜味,60分钟,中级掌勺,['猪精排 3根'],"['八角 2颗', '大葱 1根', '花椒 2颗', '老姜 1块', '冰糖 1小把', '料酒 少许', '米醋 适量', '盐 少许', '老抽 少许']"
12293,鸡蛋的2种新吃法, 340 收藏 , 75457 浏览,烘焙,咸鲜味,10分钟,新手尝试,['鸡蛋 10个'],"['盐 1勺', '醋 1勺', '清水 适量']"
5116,茄子烩豆腐, 13 收藏 , 8152 浏览,烩,家常味,15分钟,中级掌勺,"['嫩豆腐 1块', '紫茄 2个']","['蒜头 1个', '香菇酱 1汤匙', '辣椒粉 1克', '香菜 1根', '酱油 1汤匙', '盐 2克']"
14831,粉丝蒸茄子, 627 收藏 , 9233 浏览,蒸,家常味,10分钟,新手尝试,"['长茄子 2根', '粉丝 1把']","['葱 2棵', '大蒜 瓣']"
8078,腌笃鲜, 58 收藏 , 12813 浏览,炖,咸鲜味,2小时,中级掌勺,"['猪尾骨 适量', '咸肉 适量', '纯净水 600毫升', '春笋 适量']","['姜片 4片', '料酒 10克', '盐 5克']"
9843,炒合菜, 7529 收藏 , 71993 浏览,炒,家常味,15分钟,新手尝试,"['鸡蛋 适量', '豆芽 适量', '韭菜 适量', '粉条 适量', '葱花 适量']","['生抽 两勺', '蚝油 一勺', '食盐 适量']"
1045,蚵仔煎, 977 收藏 , 74802 浏览,煎,咸鲜味,60分钟,初级入门,"['葱花 5克', '卷心菜 50克', '海蛎子 70克', '鸡蛋 1个']","['淀粉 50克', '料酒 10克', '盐 2克', '白胡椒粉 1克', '水 20毫升']"
1423,水煮锤肉片, 213 收藏 , 11488 浏览,煮,香辣味,30分钟,初级入门,['猪里脊 300克'],"['料酒 10克', '蚝油 15克', '生抽 20克', '葱姜蒜 适量', '郫县豆瓣 辣椒面', '辣椒圈 适量', '小葱花 适量', '玉米淀粉 适量', '黑胡椒粉 适量']"
1313,香烤猪蹄, 770 收藏 , 16287 浏览,烤,香辣味,30分钟,初级入门,['猪蹄 2个'],"['八角 2个', '香叶 2片', '香果 1颗', '桂皮 1块', '冰糖 3颗', '老抽 15克', '料酒 20克', '黄豆酱 15克', '生抽 25克', '干辣椒 2个', '大葱 适量', '辣椒粉 适量', '生姜 适量', '熟白芝麻 适量']"
8858,四季豆炒扇贝肉, 26 收藏 , 8120 浏览,炒,咸鲜味,10分钟,未知,"['四季豆 250克', '白糖 3克', '花椒 1克', '花生油 20克', '扇贝肉 200克', '大蒜 4瓣', '小米辣 2个', '小葱 半根', '蚝油 1勺', '生抽 1勺', '料酒 1勺', '淀粉 1勺']",['盐 适量']
13762,清炖全鸡, 24 收藏 , 17977 浏览,炖,咸鲜味,10分钟,新手尝试,['三黄鸡 1条'],"['黄芪 1克', '红枣 4克', '桂圆 4克', '香菇 60克', '姜片 10克', '黄酒 10克', '枸杞 1克']"
6691,黄桥烧饼, 18 收藏 , 8431 浏览,烤,咸鲜味,30分钟,中级掌勺,['面粉 200克'],"['葱 5克', '酵母粉 3克', '白砂糖 2克']"
10306,自制凉皮【孔老师教做菜】, 344 收藏 , 3380 浏览,蒸,家常味,5分钟,新手尝试,['面粉 200克'],"['盐 3克', '酵母 2克']"
13025,糖醋牛肉丸子，好吃下饭又营养, 342 收藏 , 6518 浏览,炸,酸甜味,30分钟,初级入门,"['牛肉 500克', '红薯淀粉 120克', '鸡蛋 1个']","['花椒水 120克', '葱姜 适量', '盐 1勺', '料酒 1勺', '生抽 2勺', '蚝油 1勺', '胡椒粉 1小勺', '香油 适量', '白糖（糖醋汁） 3大勺', '番茄酱（糖醋汁） 2勺']"
5979,扬州炒饭, 75 收藏 , 15712 浏览,炒,咸鲜味,15分钟,初级入门,"['白米饭 500克', '鸡蛋 1个', '腊肠 1根']","['青豆 100克', '胡萝卜粒 100克', '玉米粒 100克', '蒜末 5克', '盐 5克', '蚝油 5克', '生抽 10克', '纯净水 10克']"
4590,杏鲍菇炒肉, 89 收藏 , 20158 浏览,炒,咸鲜味,15分钟,新手尝试,"['杏鲍菇 20克', '猪肉 200克']","['生抽 7克', '蚝油 5克', '料酒 1克', '油 102克', '盐 2克']"
5856,干锅牛蛙, 57 收藏 , 17612 浏览,煲,咸鲜味,30分钟,初中水平,"['牛蛙 200克', '姜片 5克', '蒜片 5克', '郫县豆瓣酱 25克']","['红椒 30克', '青椒 30克', '料酒 5克', '食用油 20毫升', '生抽 5克']"
7226,清蒸比目鱼, 16 收藏 , 4665 浏览,蒸,咸鲜味,5分钟,初级入门,['比目鱼 400克'],"['姜 1块', '小葱 2棵', '小米辣 1个', '植物油 20克', '蒸鱼豉油 适量', '料酒 10克']"
10470,西兰花虾仁炒饭, 15 收藏 , 7479 浏览,炒,咸鲜味,15分钟,未知,"['西兰花 适量', '鲜虾 适量', '鸡蛋 3个', '米饭 适量', '胡萝卜 适量']",['料酒、盐、鸡精 少许']
14058,洋葱炒鸡蛋, 20 收藏 , 7395 浏览,炒,家常味,10分钟,未知,"['洋葱 1个', '鸡蛋 3个']","['干辣椒 2个', '香葱 2根']"
1077,家常豆腐, 38 收藏 , 9447 浏览,炒,家常味,15分钟,新手尝试,"['豆腐 1块', '胡萝卜 半个', '小青菜 4颗']","['大蒜 4瓣', '生姜 10克']"
13369,蜜汁黑椒烤肋排, 11 收藏 , 3815 浏览,烤,果味,2小时,初级入门,"['肋排 三条', '苹果 1个']","['洋葱末 少许', '盐 少许', '蒜末 少许', '鸡精 少许', '蚝油 一勺', '五香粉 1/4勺', '白糖 1勺', '生抽 1勺', '黑胡椒 少许', '白酒 少许']"
2392,红焖鸡腿, 704 收藏 , 6591 浏览,烧,家常味,15分钟,新手尝试,"['鸡腿 2个', '葱姜 适量']","['生抽 2勺', '老抽 1勺料酒', '料酒 1勺', '白糖 半勺', '蚝油 1勺', '盐 适量']"
10853,干锅茶树菇, 32 收藏 , 7162 浏览,炒,香辣味,15分钟,初级入门,"['五花肉 50克', '干茶树菇 100克', '洋葱 150克', '青椒 3个', '红辣椒 5个']","['小葱 1根', '生姜 适量', '蒜瓣 6瓣', '料酒 1勺', '白糖 适量', '生抽 25毫升', '郫县豆瓣酱 25克', '豆豉酱 20克', '鸡精 适量']"
6301,茄丁双椒炒肉丁, 36 收藏 , 9043 浏览,炒,香辣味,10分钟,未知,"['茄子 1根', '花椒 2克', '鸡精 1克', '青椒 1个', '红椒 半个', '猪肉 150克', '葱 少许', '姜 2片', '香菜 1颗', '花生油 40克', '生抽 10克']",['盐 适量']
4828,椒麻鸡, 30 收藏 , 13587 浏览,煮,家常味,30分钟,初级入门,['鸡腿 1根'],"['葱花 5克', '香菜 5克', '水 1升', '八角 1个', '姜片 1个', '料酒 5克', '盐 2克', '花椒粉 3克']"
5890,卤煮火烧, 8 收藏 , 8418 浏览,煮,香辣味,30分钟,初级入门,"['豆腐 100克', '火烧 1个', '猪肺 200克', '肥肠 200克', '酱汁 100克', '水 300毫升']","['香菜 10克', '葱段 10克', '蒜末 10克', '姜片 10克', '食用油 5毫升', '花椒 2克', '八角 1个', '辣椒 3克', '韭花酱 10克', '豆腐乳 10克']"
12713,复制于谦老师的白斩鸡，简单又美味，年夜, 0 收藏 , 10860 浏览,拌,咸鲜味,15分钟,新手尝试,"['泰森谷饲鸡大腿 1个', '小葱 1颗', '姜 2片', '八角 2个']","['酱油 2大勺', '陈醋 1中勺', '香油 2中勺', '葱碎 少许', '姜末 少许', '蒜末 少许', '白糖 2克', '味精 1克']"
10556,油炸沙丁鱼, 12 收藏 , 7716 浏览,炸,咸鲜味,15分钟,初级入门,['沙丁鱼 1盘'],"['中筋面粉 30克', '黑胡椒粉 3克', '盐 3克', '植物油 适量']"
7262,面疙瘩, 427 收藏 , 102438 浏览,炒,家常味,5分钟,新手尝试,"['西红柿 2个', '面粉 150克', '葱 适量', '蒜 适量', '鸡蛋 1个']","['酱油 10克', '盐 3克', '蚝油 7克']"
12563,火锅鸡的家常做法，香辣过瘾简单易做，配, 504 收藏 , 8767 浏览,烧,香辣味,15分钟,未知,"['鸡腿 2个', '呷哺呷哺台式麻辣火锅底料 半包']","['青椒 1个', '胡萝卜 1根', '蒜瓣 少许', '姜片 1片', '洋葱 少许', '郫县豆瓣酱 半勺', '朗姆酒 5克']"
9782,麻辣羊蝎子, 472 收藏 , 9472 浏览,炖,麻辣味,60分钟,新手尝试,"['羊脊骨 800克', '火锅底料 50克', '生姜 4片', '葱白 2段', '干辣椒 10克', '小茴香 5克', '花椒 5克', '生抽酱油 5克', '白酒 10克', '料酒 3克']","['白胡椒粉 0.5克', '白糖 1克', '香菜 1棵', '食盐 适量', '食用油 适量', '热水 适量']"
11967,炸香椿鱼, 395 收藏 , 7467 浏览,炸,家常味,15分钟,新手尝试,['香椿 1小把'],"['面粉 120克', '清水 180克', '鸡蛋 2个', '盐 适量', '油 适量']"
4260,宫保鸡丁, 537 收藏 , 110642 浏览,炒,咸鲜味,15分钟,初级入门,['鸡腿 2个'],"['干辣椒 10克', '干花椒粒 1克', '老姜 8克', '大蒜 3瓣', '葱白 1根', '白糖 8克', '香醋 16克', '料酒 15克', '淀粉 10克', '盐 适量', '熟花生米 30克', '酱油 6克']"
2593,南瓜刺猬豆沙包, 19 收藏 , 14207 浏览,蒸,甜味,30分钟,初中水平,"['面粉 300克', '南瓜泥 100克', '酵母 4克']","['豆沙 适量', '黑芝麻 适量']"
4065,莲藕排骨汤, 201 收藏 , 26890 浏览,煮,咸鲜味,30分钟,初中水平,"['排骨 400克', '莲藕 300克']","['红枣 3个', '枸杞 2克', '姜片 6克', '盐 2克']"
4401,西兰花炒鸡, 17 收藏 , 3014 浏览,炒,咸鲜味,15分钟,初中水平,"['鸡肉 600克', '西蓝花 200克', '青红辣椒 5个']","['植物油 适量', '盐 适量', '姜 5克', '八角 1个', '花椒粒 10个', '老抽 5克']"
5173,玉米饼, 41 收藏 , 19532 浏览,煎,家常味,15分钟,新手尝试,"['面粉 60克', '玉米面(黄) 50克']","['牛奶 20克', '水 15毫升', '玉米粒 20克', '白砂糖 5克', '食用油 5毫升']"
7554,秘制卤叉烧, 137 收藏 , 9748 浏览,煮,酱香味,60分钟,中级掌勺,['夹心肉 600克'],"['白酒 1汤勺', '红曲粉 1勺', '绵白糖 1勺', '老冰糖 适量', '盐 适量', '老抽 适量', '生抽 适量', '食用油 适量', '叉烧酱 2汤勺']"
5690,蚝油生菜, 220 收藏 , 18999 浏览,炒,家常味,5分钟,新手尝试,"['生菜 400克', '蒜 适量', '小米辣 适量']","['蚝油 5克', '生抽 10克', '水淀粉 20克']"
7183,糖醋牛肉丸子, 245 收藏 , 17931 浏览,炸,酸甜味,30分钟,未知,"['牛肉馅 350克', '甘汁园白糖 3大勺', '红薯淀粉 110克']","['生抽 2勺', '胡椒粉 1小勺', '料酒 2勺', '盐 适量', '葱姜 适量', '鸡蛋 1个', '米醋 2勺', '番茄酱 4勺', '玉米淀粉 1勺']"
6275,锅贴, 689 收藏 , 16702 浏览,煎,咸鲜味,30分钟,初级入门,"['肉 300克', '韭菜 80克', '饺子皮 适量']","['盐 4克', '蒜末 5克', '蚝油 5克', '鸡精 4克', '植物油 8毫升', '香油 8毫升', '白胡椒粉 5克', '味精 4克', '芝麻 适量', '葱花 适量']"
10480,溜肉段, 399 收藏 , 5228 浏览,炸,家常味,5分钟,新手尝试,"['猪里脊 300克', '青红椒 1个', '鸡蛋 1个', '淀粉 适量']","['盐 3克', '胡椒粉 1克', '料酒 15毫升', ' 蚝油 5克', '葱姜 适量', '陈醋 5毫升', '生抽 10毫升', '金龙鱼浓香笨榨熟豆油 适量', '白糖 2克']"
8180,茄子焖土豆, 51 收藏 , 6832 浏览,焖,家常味,30分钟,新手尝试,"['茄子 1个', '土豆 2个']","['豆瓣酱 1大勺', '葱花蒜片 适量', '盐 适量', '食用油 适量', '白糖 半勺', '鸡精 1小勺']"
3902,土豆炖牛肉, 172 收藏 , 11140 浏览,炖,家常味,30分钟,新手尝试,"['牛肉 800克', '土豆 3个', '西红柿 1个']","['油 适量', '白糖 10克', '葱姜 适量', '老抽 1勺', '料酒 1勺', '香叶 2片', '八角 2个', '桂皮 1块', '草果 1个']"
12130,西兰花溜鸡肉条, 40 收藏 , 2910 浏览,熘,家常味,10分钟,未知,"['西兰花 250克', '淀粉 5克', '鸡胸肉 120克', '大蒜 4瓣', '蚝油 10克', '花生油 20克', '鸡精 1克', '胡椒粉 1克', '料酒 3克', '生抽 2克']",['盐 适量']
8326,炒豆芽, 102 收藏 , 19544 浏览,炒,家常味,15分钟,初级入门,"['豆芽 200克', '粉条 100克']","['食用油 8毫升', '蒜片 5克', '生抽 5克', '鸡精 3克', '盐 3克', '葱花 适量', '辣椒 少许']"
4538,小炒鸡蛋干, 26 收藏 , 5949 浏览,炒,家常味,10分钟,中级掌勺,"['鸡蛋干 300克', '洋葱 0.5个', '青椒 1个']","['玉米油 10克', '生抽 2勺', '细砂糖 0.5勺', '盐 0.5勺']"
8608,酱猪蹄, 23 收藏 , 13777 浏览,酱,酱香味,60分钟,初中水平,"['姜片 5克', '葱段 5克', '猪蹄 500克']","['水 500毫升', '食用油 5毫升', '八角 1个', '桂皮 1块', '冰糖 20克', '料酒 20克']"
4163,蒜蓉粉丝娃娃菜, 157 收藏 , 14290 浏览,蒸,家常味,10分钟,新手尝试,"['娃娃菜 1棵', '粉丝 50克', '大蒜 1头']","['油 适量', '盐 1勺', '白糖 1勺', '生抽 2勺', '蚝油 1勺', '香葱 适量', '小米辣 适量']"
2221,芝士烤鸡翅, 172 收藏 , 14145 浏览,烤,香辣味,30分钟,新手尝试,['鸡翅 9个'],"['生抽 15克', '蜂蜜 10克', '马苏里拉芝士 适量', '大蒜 适量', '生姜 适量', '辣椒粉 1勺', '韩式辣酱 40克']"
11283,蒜蓉剁椒烤扇贝, 17 收藏 , 6019 浏览,烤,家常味,10分钟,未知,"['扇贝 9个', '鱼露 1勺', '粉丝 1把', '蒜 1头', '剁椒酱 30克', '花生油 30克']",['小葱花 适量']
943,凉面, 1464 收藏 , 17825 浏览,拌,麻辣味,15分钟,初级入门,['云吞面 500克'],"['胡萝卜 40克', '黄瓜 40克', '盐 10克', '姜 10克', '蒜 10克', '冷开水 1小碗', '生抽 25克', '醋 25克', '白糖 5克', '味精 5克', '花椒油 10克', '红油辣椒 30克', '色拉油 1小勺', '香菜 30克', '花生碎 10克', '黑芝麻 5克']"
2477,咖喱牛肉, 18 收藏 , 13203 浏览,炒,咖喱味,10分钟,初级入门,"['辣椒 20克', '蒜末 5克', '牛肉 200克']","['蚝油 5克', '生抽 5克', '食用油 10毫升', '咖喱 20克']"
2369,蓑衣黄瓜, 378 收藏 , 102527 浏览,拌,酸辣味,10分钟,初级入门,['黄瓜 1根'],"['油 适量', '盐 1克', '大蒜 2瓣', '干辣椒 2个', '香葱 1根', '味极鲜酱油 15克', '陈醋 3克', '糖 2克']"
6204,冒菜米粉, 354 收藏 , 4171 浏览,煮,香辣味,30分钟,初中水平,"['米粉 500克', '各种丸子 500克', '豆皮 1个', '藕 300克']","['冒菜底料 一包', '大葱 一根', '香葱 2根', '姜 10克', '香菜 50克', '白芝麻 20克']"
13271,娃娃菜粉条爆海虾, 419 收藏 , 3022 浏览,爆,咸鲜味,5分钟,未知,"['娃娃菜 2颗', '料酒 1勺', '白糖 1勺', '花生油 30克', '海虾 8只', '红薯粉条 1把', '小米辣 5个', '香菜 1根', '小葱 2根', '姜 3片', '生抽 1勺', '老抽 半勺']",['盐 适量']
9112,过年杀猪菜, 19 收藏 , 4616 浏览,炖,家常味,5分钟,新手尝试,"['东北酸菜 800克', '五花肉 200克', '猪大骨 500克', ' 猪血肠 500克']","['盐 适量', '胡椒粉 适量', '金龙鱼浓香笨榨熟豆油  适量', '葱姜 适量']"
14763,懒人版鸡翅香菇焖饭, 16 收藏 , 3061 浏览,焖,家常味,30分钟,未知,"['鸡翅 1个', '生抽 2勺', '蚝油 1勺', '老抽 半勺', '花生油 2勺', '小米辣 4个', '料酒 1勺', '大米 200克', '鸡精 1克', '胡萝卜 半根', '洋葱 半个', '香菇 6朵', '香菜 1根']",['盐 适量']
13364,香干蒜薹炒肉丝, 19 收藏 , 6321 浏览,炒,家常味,15分钟,初中水平,"['香干 2块', '猪肉 100克', '蒜薹 100克', '辣椒 2个']","['植物油 适量', '盐 适量', '生抽 5克', '姜 5克']"
4029,芸豆海虾打卤面, 12 收藏 , 3858 浏览,煮,咸鲜味,15分钟,未知,"['芸豆 1把', '生抽 10克', '花生油 15克', '淀粉 10克', '芝麻油 5克', '新鲜碱面 300克', '猪肉 150克', '海虾 3只', '葱 适量', '姜 2片', '胡萝卜 80克', '花椒粉 1克', '鸡精 1克', '香菜 1颗']",['盐 适量']
12740,家常版澳门脆皮烧肉, 385 收藏 , 3818 浏览,烤,其它口味,一天,高级厨师,['五花肉 500克'],"['胡椒粉 1克', '五香粉 1克', '白糖 5克', '沙姜粉 2.5克', '甘草粉 1克', '鸡粉 5克', '盐 20克', '味精 0.5克', '食粉 少许', '红醋 少许']"
5180,蜂蜜鸡翅, 22 收藏 , 6245 浏览,煮,家常味,10分钟,新手尝试,"['鸡翅 7个', '蒜末 20克', '蜂蜜 2勺']","['料酒 1勺', '生抽 1勺']"
6802,口水鸡, 17297 收藏 , 170717 浏览,煮,香辣味,5分钟,初级入门,"['大鸡腿 一个', '黄瓜 一根']","['辣椒 一把', '花椒 一把', '白芝麻 少许', '葱姜蒜 适量', '菜籽油 一勺', '料酒 一勺', '生抽 一勺', '白醋 一勺', '盐 一茶匙', '味精 少许']"
1319,西葫芦炒鸡蛋, 82 收藏 , 13642 浏览,炒,咸鲜味,10分钟,新手尝试,"['西葫芦 150克', '胡萝卜 15克', '鸡蛋 2个', '黑木耳 10克']","['葱花 5克', '蒜片 2克', '盐 2克', '糖 2克', '生抽 4克', '耗油 4克', '水淀粉 5克']"
6059,红烧带鱼, 0 收藏 , 7546 浏览,烧,家常味,15分钟,未知,"['带鱼 400克', '辣椒 4个']","['生姜 10克', '大蒜 4瓣']"
4448,关东煮, 25 收藏 , 12441 浏览,煮,家常味,30分钟,新手尝试,"['鱼丸串等 十串', '包菜 1个', '山药 10克', '猪肉糜 10克']","['食盐 10克', '鸡粉 5克', '味噌 5克', '七味粉 10克', '生抽 5克', '柴鱼花 5克', '昆布 150克']"
14345,炒凉粉, 15 收藏 , 10975 浏览,炒,咸鲜味,10分钟,新手尝试,['红薯凉粉 300克'],"['葱花 5克', '姜丝 5克', '小米辣 5克', '香辣酱 10克', '生抽 3克', '盐 1克']"
1680,红烧排骨, 197 收藏 , 38509 浏览,烧,酱香味,10分钟,初级入门,['猪肋排 500克'],"['食用油 10毫升', '冰糖 15克', '八角 适量', '香叶 适量', '姜 适量', '生抽 5克', '老抽 3克', '盐 3克', '葱 适量', '水 150毫升']"
9625,糖醋鲤鱼, 575 收藏 , 45039 浏览,炒,酸甜味,30分钟,初级入门,['鲤鱼 1条'],"['姜片 5克', '葱段 5克', '蒜片 5克', '食用油 10毫升', '盐 2克', '糖 20克', '白醋 20克', '番茄酱 15克', '清水 100毫升']"
11625,地锅鸡, 144 收藏 , 10755 浏览,烧,家常味,5分钟,新手尝试,"['鸡半只 500克', '面粉 150克', '青椒 2个']","['盐 适量', '料酒 30毫升', '老抽 15毫升', '生抽 45毫升', '耗油 30克', '干辣椒 适量', '葱姜蒜 适量', '八角香叶花椒 适量', '金龙鱼浓香笨榨熟豆油 适量']"
6304,肉末豆芽炒粉条, 12 收藏 , 7523 浏览,炒,家常味,15分钟,初级入门,"['豆芽  150克', '肉末  100克', '粉丝  100克']","['淀粉  2茶匙', '胡椒粉  1茶匙 ', '料酒  1汤匙', '红米椒  适量', '蒜  适量', '豆瓣酱  2汤匙', '韩式辣酱  2汤匙', '生抽  1汤匙', '蚝油  1汤匙', '糖  3茶匙', '盐  适量']"
9089,【红红火火】秘制红烧肉, 2337 收藏 , 23898 浏览,焖,甜味,60分钟,未知,['五花肉 600克'],"['料酒 50克', '生抽 40克', '老抽 40克', '黄冰糖 40克', '葱段 15克', '姜片 5克', '水 适量']"
3378,小葱拌豆腐, 19 收藏 , 7290 浏览,拌,家常味,10分钟,初级入门,"['豆腐 200克', '香葱 50克']","['盐 3克', '香油 3克']"
2335,炒合菜, 147 收藏 , 10038 浏览,炒,家常味,5分钟,初级入门,"['绿豆芽 100克', '韭菜 1把', '圆白菜 150克', '绿豆粉丝 1小捆', '胡萝卜 1根']","['油 20克', '盐 1克', '酱油 15克', '蚝油 15克']"
11194,红烧茄子, 458 收藏 , 10464 浏览,烧,家常味,15分钟,未知,['紫皮圆茄子 1个'],"['大蒜 4瓣', '小米辣 4个', '淀粉 适量']"
5610,啤酒酱焖海鲈鱼, 0 收藏 , 3079 浏览,焖,咸鲜味,30分钟,未知,"['海鲈鱼 2条', '花椒 2克', '八角 2瓣', '啤酒 500克', '豆瓣酱 15克', '青椒 1个', '红椒 1个', '葱 少许', '姜 2片', '料酒 10克', '白糖 5克']",['盐 适量']
5222,好吃入味的板栗炖鸡, 21 收藏 , 2845 浏览,焖,咸鲜味,30分钟,初级入门,"['鸡 半只', '板栗 一碗']","['葱 2根', '姜片 3片', '桂皮 一段', '干辣椒 3个', '八角 2个', '料酒 3勺', '老抽 2勺', '生抽 1勺', '蚝油 1勺', '盐 1勺', '糖 1勺', '鸡精 一点点']"
4636,卤鸭脖鸭翅, 391 收藏 , 5494 浏览,卤,家常味,30分钟,初级入门,"['鸭脖 7根', '鸭翅 14只']","['八角 4颗', '花椒 1把', '干红辣椒 1把', '姜 1块', '大蒜 1头', '香叶 5片', '栀子 1颗', '草果 1颗', '良姜 1块', '白蔻 2颗', '其它香料 少许', '冰糖 1小把', '盐 10克', '酱油 适量', '生抽 适量', '啤酒 2听', '甜面酱 2小勺', '水 适量']"
11976,家常快手菜之荷兰豆炒午餐肉, 21 收藏 , 68630 浏览,炒,家常味,30分钟,新手尝试,"['荷兰豆 200克', '午餐肉 100克']","['玉米油 适量', '盐 少许', '大蒜 2瓣', '胡椒粉 少许']"
8738,香菇虾盏, 19 收藏 , 43900 浏览,蒸,咸鲜味,15分钟,初级入门,"['虾 7只', '香菇 6朵', '胡萝卜 半根']","['姜葱末 少许', '料酒 1汤勺', '生抽 1茶勺', '盐 少许', '白胡椒粉 少许']"
10862,糖醋排骨, 1416 收藏 , 46806 浏览,焖,酸甜味,60分钟,中级掌勺,"['排骨 600克', '冰糖 600克']","['食盐 4克', '料酒 1勺', '生抽 2勺', '香醋 3勺', '八角 适量', '花椒 适量', '熟白芝麻 适量']"
7050,川味鱼香茄子-简单几步 赶紧学起来, 27 收藏 , 23474 浏览,炒,酸辣味,15分钟,未知,"['茄子 2根', '肉末 适量']","['葱姜蒜末 适量', '料酒 适量', '醋 适量', '生抽 适量', '盐 适量', '糖 适量', '淀粉 适量', '水 适量']"
6363,四喜烤麸, 4730 收藏 , 42157 浏览,烧,家常味,15分钟,初中水平,"['烤麸 200克', '香菇 4朵', '木耳(水发) 4-5朵']","['黄飞红花生米 数粒', '六月鲜酱油 1勺', '六月鲜蚝油 1茶匙', '老抽 1勺', '糖 1勺', '桂皮 1块儿', '八角 2-3粒', '清水 小半碗']"
5581,麻辣虾, 22 收藏 , 8333 浏览,炸,香辣味,10分钟,初级入门,['河虾 500克'],"['淀粉 10克', '洋葱 半个', '姜末 5克', '小葱 10克', '食用油 50毫升', '麻椒 5克', '干辣椒 20克', '香辣酱 5克', '盐 2克']"
9421,糖醋排骨, 14 收藏 , 35491 浏览,炖,酸甜味,30分钟,中级掌勺,['排骨 500克'],"['葱 一小段', '蒜 5瓣', '姜 一小块', '大料 两瓣', '调料 适量']"
11309,凉皮, 21 收藏 , 10399 浏览,蒸,酸辣味,15分钟,初级入门,"['澄粉 30克', '面粉 30克', '黄瓜 1根', '胡萝卜 1根']","['水 20毫升', '盐 2克', '葱 5克', '生抽 3克', '醋 3克', '香油 2克', '辣椒油 适量', '白芝麻 适量']"
8560,清炖鸡汤, 1627 收藏 , 49703 浏览,炖,家常味,数小时,初级入门,['鸡 1只'],"['黄芪 3克', '姜 3克', '葱花 5克', '葱段 3克', '桂圆 2克', '红枣 3个', '枸杞 2克', '党参 2克', '当归 2克']"
14539,香辣虾, 722 收藏 , 11255 浏览,煎,麻辣味,30分钟,初中水平,"['河虾 500克', '葱末 5克', '小葱 10克']","['淀粉 10克', '食用油 50毫升', '麻椒 5克', '干辣椒 20克', '香辣酱 5克', '盐 2克']"
14740,香辣酸菜肉片, 15 收藏 , 7781 浏览,煮,香辣味,30分钟,初中水平,"['酸菜 200克', '猪肉 500克']","['植物油 20克', '盐 适量', '辣皮子 5个', '花椒粒 2克', '姜 5克']"
6679,烧辣椒擂茄子, 606 收藏 , 4434 浏览,蒸,香辣味,30分钟,中级掌勺,"['茄子 两个', '辣椒 两个', '皮蛋 一个']","['花生米 适量', '盐 适量', '生抽 适量']"
9733,鲜姜炒鸡翅, 0 收藏 , 5041 浏览,炒,香辣味,10分钟,初级入门,"['鸡翅中 7个', '螺丝椒 1个', '红辣椒 1个']","['鲜姜 1块', '大蒜 4瓣', '油 少许', '盐 2克', '生抽 15克', '蚝油 15克']"
2377,大盘鸡, 29 收藏 , 13191 浏览,炒,香辣味,30分钟,初中水平,"['鸡块 适量', '青椒 适量', '香菜 适量', '姜 适量']","['辣椒 适量', '桂皮 适量', '八角 适量', '香叶 适量', '麻椒 适量', '花椒 适量', '肉蔻 适量', '郫县豆瓣酱 适量', '生抽 适量', '蚝油 适量', '盐 适量', '鸡粉 适量', '糖 适量']"
2195,蒜蓉西兰花, 421 收藏 , 3385 浏览,拌,咸鲜味,10分钟,未知,['西兰花 100克'],"['蒜泥 5克', '食盐 2克', '辣椒油 食盐', '香油 少许', '陈醋 2克', '六月鲜12克轻盐特级牡蛎酱油 3克', '胡萝卜 1小块', '橄榄油 少许']"
10784,圣诞荔枝肉  宝宝辅食食谱, 9 收藏 , 4907 浏览,烙,家常味,10分钟,新手尝试,"['猪瘦肉 100克', '莲藕 30克', '土豆 1个', '西蓝花 40克']","['番茄酱 30克', '淀粉 10克', '米饭 / 油 / 胡萝卜 适量']"
